Unnamed: 0,Unnamed: 1,Unnamed: 2,Waste,"Energy, kJ","Energy, kcal",Nitrogen-to-protein factor,"Nitrogen, total","Protein, videnskabelig",Protein labeling,Carbohydrate by difference,"Carbohydrates, available","Carbohydrate, declaration",Added sugar,Dietary fiber,"Fat, total",Fatty acid conversion factor (FCF),Alcohol,Ash,Dry matter,Water,Vitamin A,Retinol,beta-carotene,Vitamin D,Vitamin D3,D2 ergocalciferol,Vitamin D3 25-hydroxy,25-hydroxyergocalciferol,Vitamin E,alpha-tocopherol,gamma-tocopherol,delta-tocopherol,alpha-tokotrienol,Vitamin K1,Vitamin B1,thiamine,"Vitamin B2, Riboflavin",Niacin Equivalent,Niacin,Vitamin B6,Pantothenic,Biotin,Folate,"Folate, free",B12,C Vitamin,L-ascorbic acid,L-dehydroascorbic,"Sulfur, S","Chloride, Cl","Sodium, Na","Potassium, K","Calcium, Ca","Magnesium, Mg","Phosphorus, P","Iron, Fe","Copper, Cu","Zinc, Zn",Iodine In,"Manganese, Mn","Chromium, Cr","Selenium, Se","Molybdenum, Mo","Cobalt, Co.","Nickel, Ni","Fluoron, F","Silicon, Si","Rubidium, Rb","Aluminum, Al","Boron, B","Bromine, Br",Mercury Hg,"Arsenic, As",Arsen inorganic,"Cadmium, Cd","Lead, Pb","Tin, Sn",L-lactic acid,D-lactic acid,"Lactic acid, total",Citric acid,Oxalic acid,Malic acid,Benzoic acid,"Organic acids, tot.",Histamine,Tyramine,Phenylethylamine,Putrescin,Cadaverine,Spermine,Spermidine,Serotonin,Fructose,Galactose,Glucose,"Monosaccharides, total",Lactose,Maltose,Sucrose,Disaccharides total,Raffinose,Other sugars,"Sugars, total",Sorbitol,Inositol,Maltitol,"Sugar alcohols, total",Starch,IDF,SDFP,SDFS,Hexose,Pentose,Uronic Acid,Cellulose,Lignin,Crude fibers,Neutr.Det.Fibre (NDF),C4: 0,C6: 0,C8: 0,C10: 0,C12: 0,C13: 0,C14: 0,C15: 0,C16: 0,C17: 0,C18: 0,C20: 0,C21:0,C22: 0,C23:0,C24: 0,"Saturated F.A., other","C12:1,n-1",C14: 1 n-5,C15: 1,C16: 1 n-7,C17: 1 n-7,C18: 1 n-9,C18: 1 n-7,C20: 1 n-9,C20: 1 n-11,C22: 1 n-9,C22: 1 n-11,C24: 1 n-9,Other monounsaturated.,C18: 2 n-6,"C18: 2 conj-A, undifferentiated",C18: 3 n-3,C18: 3 n-6,"C18: 4, n-3",C20: 2 n-6,"C22:2,n-6","C22:4,n-6","C22:5,n-6",C20: 3 n-3,"C20: 4, n-3",C20: 3 n-6,"C20: 4, n-6","C20: 5, n-3","C22: 5, n-3","C22: 6, n-3",Other polyunsaturated,C14: 1 trans-9,C16: 1 trans,C18: 1 trans-n-9,C20: 1 trans,C22: 1 trans,"C18: 2, trans, undifferentiated",Other fatty acids,Sum saturated,Sum monounsaturated,Sum polyunsaturated,"Trans fatty acids, total","Fatty acids, total",Sum n-3 fatty acids,Sum n-6 fatty acids,Cholesterol,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Threonine,Tryptophan,Valin,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Hydroxyproline,Serin,Density
45,Marine fish,"Plaice, raw",67,369,87,6.25,2.799,17.5,17.5,0.1,0.1,0,0,0,1.9,0.85,0,1.1,20.6,79.4,0,0,0,1.05,1.05,nv,0,nv,1.02,1.02,nv,nv,nv,0,0.17,nv,0.15,5.61,2.9,0.17,0.86,44.5,14,5,1.7,0.178,0.178,nv,nv,nv,80,322,28.7,20.5,172,0.123,0.0285,0.5,25.5,0.017,4.52,32,20,nv,2.05,nv,nv,nv,nv,nv,nv,3.41,658,nv,0.0584,0.189,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.98,0.003,0.003,0.25,0.54,1.49,nv,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,0,0,0,0,0,nv,0.043,nv,0.307,0,0.087,0,nv,0,nv,0,nv,nv,0.005,nv,0.143,nv,0.226,0,nv,0.027,0,0,0,nv,0.008,nv,0.017,nv,0,0,nv,nv,nv,0,nv,0,nv,0.287,0.062,0.318,nv,nv,nv,nv,nv,nv,nv,0.063,0.437,0.4,0.693,nv,1.594,0.686,0.008,72,812,1290,1620,532,148,644,588,756,162,952,1120,392,1120,1740,2350,1320,756,nv,868,nv
46,Root and tuber vegetables,"Celeriac, celery root, raw",30,143,34,6.25,0.282,1.8,1.8,8,4.1,2,0,3.9,0.3,0.8,0,1,11.1,88.9,2.5,0,30,0,0,nv,nv,nv,0.8,0.8,nv,nv,nv,100,0.05,nv,0.14,1.25,1,0.2,0.429,0.1,12,6,0,11,11,nv,nv,nv,20,442,41.5,14,74,0.8,0.08,0.37,1,0.15,2.4,0.2,0,nv,5.2,nv,nv,nv,nv,nv,nv,0.5,0.5,nv,7.76,1.23,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.01,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,0,0,1.68,1.68,0,1.88,1.68,nv,nv,nv,nv,0.37,nv,nv,nv,0.77,0.88,1.13,1.39,0.06,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.064,nv,0.003,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.012,nv,nv,nv,nv,nv,nv,nv,0.159,nv,0.018,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.067,0.012,0.177,nv,0.256,0.018,0.159,0,54,76,73,18,4,45,27,48,15,87,45,27,73,217,439,45,45,nv,54,nv
47,Fish products,"Herring, pickled, canned",0,1138,273,6.25,1.908,11.9,11.9,19.7,19.7,20.9,18,0,16.2,0.92,0,2.7,50.5,49.5,12.7,12.7,0,9.04,9.04,nv,nv,nv,1.6,1.6,nv,nv,nv,0,0.03,nv,0.17,4.73,2.5,nv,nv,nv,1.8,nv,7.36,0,0,nv,nv,1950,1180,44,30,6.4,52,0.92,0.12,0.64,73.8,0.029,2,19,0,1,0.67,280,0.2,36,0.1,30,2000,4,117,nv,0.547,1.51,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.49,0.15,0.146,0.91,1.45,0.089,nv,nv,1.6,nv,1.7,3.3,0,0,17.6,17.6,0,nv,20.9,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.243,nv,1.72,0,0.143,0.03,nv,nv,nv,nv,nv,nv,nv,nv,0.57,nv,1.362,0.175,nv,2.268,0.21,3.465,0.173,nv,0.171,nv,0.182,nv,0.401,nv,nv,nv,nv,nv,nv,nv,nv,0.78,0.075,1.018,nv,nv,nv,0.069,nv,nv,nv,0.865,3.137,8.222,2.628,0.069,14.921,2.456,0.171,58,592,973,1050,344,59,515,344,534,134,725,687,305,706,1180,1320,553,458,nv,496,nv
48,Marine fish,"Herring, raw",35,784,189,6.25,2.723,16.5,16.5,0,0,0,0,0,13.6,0.92,0,1.2,31.4,68.6,13.8,13.8,0,11,11,nv,0,nv,0.6,0.6,nv,nv,nv,0,0,nv,0.225,7.21,4.35,0.34,0.615,6.4,10,3,12.5,0,0,nv,nv,nv,90,317,33.8,26.9,200,0.73,0.102,1.18,26.5,0.038,5.25,24.5,0,nv,0.67,nv,nv,nv,nv,nv,nv,3.67,117,nv,0.547,1.51,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,nv,nv,0,0,0,nv,0.967,0.059,1.652,nv,0.158,0,nv,0,nv,0,nv,nv,nv,nv,0.651,nv,0.863,0.192,1.612,nv,0.144,2.884,0.102,nv,0.269,nv,0.163,nv,0.325,0,nv,nv,nv,nv,0.038,0,0,0.808,0.093,1.119,nv,nv,nv,nv,nv,nv,nv,0.43,2.836,6.448,2.813,nv,12.527,2.545,0.269,58,817,1390,1660,517,147,653,572,762,172,1010,980,490,1090,1660,2180,844,626,nv,735,nv
49,Leaf and stem vegetables,"Cabbage, spring, raw",20,112,27,6.25,0.328,2,2,4.9,3,3,0,1.9,0.3,0.8,0,0.8,8.1,91.9,1.67,0,20,0,0,nv,nv,nv,0.15,0.15,nv,nv,nv,170,0.05,nv,nv,0.541,0.3,0.15,0.15,0,73,33,0,66,66,nv,nv,nv,6,249,33.7,9,31.7,0.4,0.07,0.2,0.3,nv,nv,nv,nv,nv,6.4,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.8,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.056,nv,0.006,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.006,nv,0.018,nv,nv,nv,nv,nv,nv,nv,0.067,nv,0.067,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.062,0.024,0.134,nv,0.22,0.067,0.067,0,49,72,72,19,11,46,23,49,14,72,79,33,98,164,420,46,108,nv,79,nv
50,Leaf and stem vegetables,"Spinach, raw",21,102,24,6.25,0.42,2.6,2.6,3.2,1.3,0.2,0,1.9,0.6,0.8,0,1.9,8.2,91.8,349,0,4190,0,0,nv,nv,nv,2.9,2.9,nv,nv,nv,560,0.095,nv,0.24,1.4,0.7,0.22,0.3,1.6,220,176,0,54,54,nv,nv,nv,41,449,129,26,41.3,4.5,0.073,1.1,3.4,1.7,9.3,0.1,0,nv,4.2,nv,nv,nv,nv,nv,nv,0.49,1.12,nv,6.8,3.02,nv,nv,nv,nv,nv,nv,nv,nv,nv,2.6,0.1,nv,nv,nv,nv,34.5,0.01,0,nv,0,0,0,0,0.075,0.075,0,0,0.075,nv,nv,nv,nv,0.09,nv,nv,nv,0.28,0.31,0.51,0.74,0.13,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.063,nv,0.003,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.011,nv,0.021,nv,nv,nv,nv,nv,nv,nv,0.063,nv,0.292,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.066,0.032,0.355,nv,0.453,0.292,0.063,0,84,151,122,26,4,122,63,92,42,122,143,46,113,231,294,105,84,nv,101,nv
51,Soft fruit,"Gooseberry, raw",2,185,44,6.25,0.144,0.9,0.9,10.5,7.3,7.3,0,3.2,0.5,0.8,0,0.4,12.3,87.7,6.83,0,82,0,0,nv,nv,nv,1,1,nv,nv,nv,nv,0.011,nv,0.025,0.401,0.25,0.015,0.286,0.5,11.7,15,0,33,33,nv,nv,nv,2,176,26.5,8,23.6,0.4,0.056,0.16,0.3,0.17,0.3,0.0684,0,nv,2.54,nv,nv,nv,nv,nv,nv,0.17,0.15,nv,0.193,0.482,nv,nv,nv,nv,nv,nv,nv,0.03,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,3,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.07,nv,0.009,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.006,nv,0.061,nv,nv,nv,nv,nv,nv,nv,0.174,nv,0.122,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.078,0.066,0.295,nv,0.44,0.122,0.174,0,nv,nv,nv,nv,nv,nv,nv,nv,9,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
52,"""Fruit"" -Vegetables","Tomato, ripe, raw, origin unknown",1,87,21,6.25,0.125,0.8,0.8,4.8,3.3,3.2,0,1.4,0.1,0.8,0,0.6,6.3,93.7,82.7,0,992,0,0,nv,nv,nv,0.574,0.574,nv,nv,nv,7.9,0.0434,nv,0.0159,0.862,0.734,0.0859,0.042,2.26,29,nv,0,17.8,17.2,0.648,nv,nv,2.46,254,7.4,9.06,26.9,0.238,0.043,0.0932,0,0.0864,0.0357,0.0989,nv,nv,0.568,nv,nv,nv,nv,nv,nv,0,0.0291,nv,0.198,0.158,nv,nv,nv,nv,nv,nv,nv,0.03,nv,0.18,0.4,nv,nv,nv,nv,nv,0.32,1.72,nv,1.46,3.18,0,0,0,0,0,0,3.18,nv,nv,nv,nv,0,nv,nv,nv,0.22,0.13,0.5,0.7,0.3,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.023,nv,0.004,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.002,nv,0.017,nv,nv,nv,nv,nv,nv,nv,0.068,nv,0.007,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.028,0.018,0.074,nv,0.12,0.007,0.068,0,36,31,36,9,7,21,29,21,8,23,29,13,20,89,213,23,25,nv,28,nv
53,Drinking water,"Water, tap, drinking, average values",0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,nv,nv,nv,0,0,nv,nv,0,0,0,nv,0,0,0,0,0,0,0,0,0,0,0,nv,nv,nv,2,1,12,2,0,0.003,0.3,0.005,1.24,0.001,0.05,0.03,nv,nv,0.5,80,nv,nv,nv,nv,nv,nv,0.2,nv,0.15,0.1,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,0,0,0,0,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,0,0,0,0,0,nv,nv,0,0,0,0,0,nv,0,0,0,0,0,0,nv,0,nv,nv,nv,nv,0,0,0,0,0,nv,nv,0,0,nv,nv,nv,0,nv,0,nv,nv,nv,nv,nv,nv,0,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,nv,nv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nv,0,nv
54,Pome fruit,"Grape, raw",3,285,67,6.25,0.099,0.6,0.6,16.6,15.7,15.3,0,0.9,0,0.66,0,0.4,17.7,82.3,2.75,0,33,0,0,nv,nv,nv,0.181,0.181,nv,nv,nv,nv,0.0467,nv,0,0.234,0.165,0.09,0.0465,0.888,5,nv,0,3.15,2.56,0.582,nv,nv,1.56,191,10.6,7.22,21.7,0.221,0.141,0.06,0.445,0.0629,0.153,0.068,0,nv,0.693,nv,nv,nv,nv,nv,nv,0.0212,0.0812,nv,0.0222,0.219,nv,nv,nv,nv,nv,nv,nv,0.03,nv,0.01,0.03,nv,nv,nv,nv,nv,nv,7.54,nv,7.09,14.6,nv,0,0.674,0.674,nv,nv,15.3,0,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.65,0,0,0,0,0,nv,0,nv,0,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,nv,nv,0,0,nv,nv,nv,0,nv,0,nv,0,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,nv,nv,0,0,0,5,13,14,21,10,13,11,17,4,17,46,23,27,77,130,19,21,nv,30,nv
55,Legumes,"Peas, green, raw",60,294,70,6.25,0.951,5.9,5.9,12.9,7,6.5,0,5.9,0.7,0.8,0,0.8,20.4,79.6,18.2,0,218,0,0,nv,nv,nv,0.02,0.02,nv,nv,nv,70,0.31,nv,0.13,2.98,2.2,0.16,0.75,3,25,nv,0,43,43,nv,nv,nv,2,300,30,28,130,1.8,0.11,0.75,0.15,0.38,1.4,1.02,20,nv,25.6,nv,nv,nv,nv,nv,nv,0.2,0.1,nv,0.219,0.336,nv,nv,nv,nv,nv,nv,nv,3,nv,0.01,nv,nv,nv,nv,nv,nv,0.003,0.16,nv,0.18,0.34,0,0,4.36,4.36,nv,nv,4.7,nv,nv,nv,nv,1.8,nv,nv,nv,1.4,0.67,0.22,1.97,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.12,nv,0.008,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.048,nv,nv,nv,nv,nv,nv,nv,0.32,nv,0.064,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.128,0.048,0.384,nv,0.56,0.064,0.32,0,228,352,371,50,19,209,133,219,47,285,704,105,276,513,713,200,190,nv,238,nv
56,"""Fruit"" -Vegetables","Squash, raw",7,81,19,6.25,0.22,1.4,1.4,3.4,2.4,2.4,0,1,0.2,0.714,0,0.7,5.7,94.3,9.35,0,112,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.0258,nv,0.142,0.685,0.487,0.103,0.155,nv,38.3,nv,0,20.3,20.3,nv,nv,nv,4.82,274,29,17.6,51.4,0.608,0.051,0.295,nv,0.175,1.7,0.58,nv,nv,4.4,nv,nv,nv,nv,nv,nv,0.05,0.1,nv,3.6,1.1,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.01,nv,nv,nv,nv,nv,nv,nv,1.06,nv,0.844,1.9,nv,0,0,0,0,0,1.9,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0.002,nv,0,nv,0.044,nv,0.005,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.002,nv,0.018,nv,nv,0,0,nv,nv,nv,0.039,nv,0.065,nv,0,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.051,0.019,0.104,nv,0.175,0.065,0.039,0,51,81,75,20,14,48,37,33,12,62,57,29,73,167,147,53,42,nv,55,nv
57,Leaf and stem vegetables,"Artichoke, raw",70,218,52,6.25,0.523,3.3,3.3,10.5,8.1,8.1,nv,2.4,0.1,0.8,0,1.1,15.1,84.9,0.667,0,8,0,0,nv,nv,nv,0.35,0.35,nv,nv,nv,nv,0.089,nv,0.06,1.05,1.05,0.097,0.295,nv,nv,nv,0,11.7,11.7,nv,nv,nv,27,404,60,35.6,72.3,1.1,nv,nv,0.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.12,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
58,Legumes,"Beans, mung, dried, raw",0,1370,324,6.25,3.818,23.9,23.9,62.2,47.2,47.2,0,15,1.1,0.8,0,3.3,90.5,9.5,5.67,0,68,0,0,nv,nv,nv,1.9,1.9,nv,nv,nv,170,0.621,nv,0.233,6.58,2.25,0.5,0.2,nv,625,nv,0,12.2,12.2,nv,nv,nv,15,1250,88,189,395,6.74,0.941,2.68,nv,1.03,8.8,8.8,nv,nv,330,nv,nv,nv,nv,nv,nv,0.1,0,nv,2.7,2.8,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,5.27,nv,0,0,0,0,0,nv,0,nv,0.266,nv,0.075,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.171,nv,nv,0,0,nv,nv,nv,0.38,nv,0.028,nv,0,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.341,0.171,0.408,nv,0.92,0.028,0.38,0,993,1830,1680,286,210,1450,725,764,260,1220,1680,687,1070,2750,4280,955,1110,nv,1180,nv
59,Groats,"Oats, rolled, average values",0,1544,366,5.83,2.21,12.9,13.8,68.2,58.3,58.9,0,9.9,6.9,0.94,0,2,90,10,0,0,0,0,0,nv,nv,nv,0.75,0.75,nv,nv,2.4,0,0.416,nv,0.107,2.98,0.8,0.142,1.5,19,50.4,nv,0,0,0,nv,nv,69.4,1.62,386,115,155,440,3.86,0.39,2.99,0.5,5.8,2.5,5,10,nv,121,nv,nv,nv,nv,nv,nv,0.2,4.5,nv,2.94,0.294,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0,0,0,0,1.03,1.03,0,0,1.03,nv,nv,nv,nv,57.9,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0,nv,0.005,nv,1.036,0,0.069,0,nv,0,nv,0.077,nv,nv,0,nv,0.014,nv,2.315,0,nv,0.055,0,0,0,nv,2.719,nv,0.09,nv,0,0,nv,nv,nv,0,nv,0,nv,0,0,0,nv,nv,nv,nv,nv,nv,nv,0.088,1.187,2.383,2.809,nv,6.467,0.09,2.719,0,552,994,575,221,376,729,420,464,179,818,884,309,685,1150,2920,751,729,nv,751,nv
